timestamp_ms,elapsed_s,run_id,robot_id,expert_name,fault_active,fault_label,fault_subsystem,severity,pwm_left,pwm_right,driver_temp_left_c,driver_temp_right_c,driver_fault_left,driver_fault_right,driver_enable_left,driver_enable_right,current_left_a,current_right_a,battery_voltage_v,telemetry_valid,telemetry_age_ms,source_file
1100,0.100,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,121,121,39.10,39.60,0,0,1,1,4.200,4.250,12.395,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1200,0.200,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,122,122,39.20,39.70,0,0,1,1,4.200,4.250,12.390,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1300,0.300,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,123,123,39.30,39.80,0,0,1,1,4.200,4.250,12.385,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1400,0.400,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,120,120,39.40,39.90,0,0,1,1,4.200,4.250,12.380,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1500,0.500,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,121,121,39.50,40.00,0,0,1,1,4.200,4.250,12.375,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1600,0.600,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,122,122,39.60,40.10,0,0,1,1,4.200,4.250,12.370,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1700,0.700,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,123,123,39.70,40.20,0,0,1,1,4.200,4.250,12.365,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1800,0.800,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,120,120,39.80,40.30,0,0,1,1,4.200,4.250,12.360,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1900,0.900,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,121,121,39.90,40.40,0,0,1,1,4.200,4.250,12.355,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2000,1.000,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,122,122,40.00,40.50,0,0,1,1,4.200,4.250,12.350,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2100,1.100,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,123,123,40.10,40.60,0,0,1,1,4.200,4.250,12.345,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2200,1.200,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,120,120,40.20,40.70,0,0,1,1,4.200,4.250,12.340,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2300,1.300,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,121,121,40.30,40.80,0,0,1,1,4.200,4.250,12.335,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2400,1.400,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,122,122,40.40,40.90,0,0,1,1,4.200,4.250,12.330,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2500,1.500,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,123,123,40.50,41.00,0,0,1,1,4.200,4.250,12.325,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2600,1.600,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,120,120,40.60,41.10,0,0,1,1,4.200,4.250,12.320,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
2700,1.700,driver_overcurrent_run_002,porter_dev,motor_driver_expert,1,driver_overcurrent,motor_driver,2,121,121,40.70,41.20,0,0,1,1,4.200,4.250,12.315,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overcurrent_run_002.csv
1000,0.000,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,120,120,78.00,78.50,0,0,1,1,1.200,1.250,12.400,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1100,0.100,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,121,121,78.20,78.70,0,0,1,1,1.230,1.280,12.395,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1200,0.200,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,122,122,78.40,78.90,0,0,1,1,1.260,1.310,12.390,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1300,0.300,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,123,123,78.60,79.10,0,0,1,1,1.290,1.340,12.385,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1400,0.400,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,120,120,78.80,79.30,0,0,1,1,1.200,1.250,12.380,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1500,0.500,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,121,121,79.00,79.50,0,0,1,1,1.230,1.280,12.375,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1600,0.600,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,122,122,79.20,79.70,0,0,1,1,1.260,1.310,12.370,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1700,0.700,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,123,123,79.40,79.90,0,0,1,1,1.290,1.340,12.365,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1800,0.800,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,120,120,79.60,80.10,0,0,1,1,1.200,1.250,12.360,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1900,0.900,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,121,121,79.80,80.30,0,0,1,1,1.230,1.280,12.355,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2000,1.000,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,122,122,80.00,80.50,0,0,1,1,1.260,1.310,12.350,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2100,1.100,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,123,123,80.20,80.70,0,0,1,1,1.290,1.340,12.345,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2200,1.200,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,120,120,80.40,80.90,0,0,1,1,1.200,1.250,12.340,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2300,1.300,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,121,121,80.60,81.10,0,0,1,1,1.230,1.280,12.335,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2400,1.400,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,122,122,80.80,81.30,0,0,1,1,1.260,1.310,12.330,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2500,1.500,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,123,123,81.00,81.50,0,0,1,1,1.290,1.340,12.325,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2600,1.600,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,120,120,81.20,81.70,0,0,1,1,1.200,1.250,12.320,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
2700,1.700,driver_overtemperature_run_003,porter_dev,motor_driver_expert,1,driver_overtemperature,motor_driver,3,121,121,81.40,81.90,0,0,1,1,1.230,1.280,12.315,1,7,ai_ml/datasets/motor_driver_expert/raw/driver_overtemperature_run_003.csv
1000,0.000,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,120,120,39.00,39.50,0,0,1,1,1.200,1.250,12.400,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1100,0.100,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,121,121,39.10,39.60,0,0,1,1,1.230,1.280,12.395,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1200,0.200,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,122,122,39.20,39.70,0,0,1,1,1.260,1.310,12.390,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1300,0.300,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,123,123,39.30,39.80,0,0,1,1,1.290,1.340,12.385,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1400,0.400,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,120,120,39.40,39.90,0,0,1,1,1.200,1.250,12.380,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1500,0.500,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,121,121,39.50,40.00,0,0,1,1,1.230,1.280,12.375,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1600,0.600,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,122,122,39.60,40.10,0,0,1,1,1.260,1.310,12.370,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1700,0.700,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,123,123,39.70,40.20,0,0,1,1,1.290,1.340,12.365,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1800,0.800,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,120,120,39.80,40.30,0,0,1,1,1.200,1.250,12.360,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1900,0.900,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,121,121,39.90,40.40,0,0,1,1,1.230,1.280,12.355,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2000,1.000,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,122,122,40.00,40.50,0,0,1,1,1.260,1.310,12.350,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2100,1.100,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,123,123,40.10,40.60,0,0,1,1,1.290,1.340,12.345,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2200,1.200,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,120,120,40.20,40.70,0,0,1,1,1.200,1.250,12.340,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2300,1.300,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,121,121,40.30,40.80,0,0,1,1,1.230,1.280,12.335,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2400,1.400,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,122,122,40.40,40.90,0,0,1,1,1.260,1.310,12.330,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2500,1.500,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,123,123,40.50,41.00,0,0,1,1,1.290,1.340,12.325,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2600,1.600,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,120,120,40.60,41.10,0,0,1,1,1.200,1.250,12.320,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
2700,1.700,healthy_run_001,porter_dev,motor_driver_expert,0,healthy,motor_driver,0,121,121,40.70,41.20,0,0,1,1,1.230,1.280,12.315,1,7,ai_ml/datasets/motor_driver_expert/raw/healthy_run_001.csv
1000,0.000,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,120,120,39.00,39.50,0,0,1,1,1.200,1.250,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1100,0.100,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,121,121,39.10,39.60,0,0,1,1,1.230,1.280,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1200,0.200,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,122,122,39.20,39.70,0,0,1,1,1.260,1.310,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1300,0.300,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,123,123,39.30,39.80,0,0,1,1,1.290,1.340,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1400,0.400,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,120,120,39.40,39.90,0,0,1,1,1.200,1.250,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1500,0.500,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,121,121,39.50,40.00,0,0,1,1,1.230,1.280,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1600,0.600,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,122,122,39.60,40.10,0,0,1,1,1.260,1.310,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1700,0.700,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,123,123,39.70,40.20,0,0,1,1,1.290,1.340,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1800,0.800,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,120,120,39.80,40.30,0,0,1,1,1.200,1.250,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
1900,0.900,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,121,121,39.90,40.40,0,0,1,1,1.230,1.280,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2000,1.000,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,122,122,40.00,40.50,0,0,1,1,1.260,1.310,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2100,1.100,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,123,123,40.10,40.60,0,0,1,1,1.290,1.340,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2200,1.200,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,120,120,40.20,40.70,0,0,1,1,1.200,1.250,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2300,1.300,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,121,121,40.30,40.80,0,0,1,1,1.230,1.280,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2400,1.400,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,122,122,40.40,40.90,0,0,1,1,1.260,1.310,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2500,1.500,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,123,123,40.50,41.00,0,0,1,1,1.290,1.340,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2600,1.600,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,120,120,40.60,41.10,0,0,1,1,1.200,1.250,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
2700,1.700,undervoltage_lockout_run_006,porter_dev,motor_driver_expert,1,undervoltage_lockout,motor_driver,3,121,121,40.70,41.20,0,0,1,1,1.230,1.280,9.100,0,160,ai_ml/datasets/motor_driver_expert/raw/undervoltage_lockout_run_006.csv
