timestamp_ms,elapsed_s,run_id,robot_id,expert_name,fault_active,fault_label,fault_subsystem,severity,heartbeat_counter,heartbeat_interval_ms,watchdog_count,packet_error_count,task_loop_time_ms,control_loop_jitter_ms,uart_rx_errors,telemetry_valid,telemetry_age_ms,source_file
2700,1.700,heartbeat_lost_run_002,porter_dev,esp32_expert,1,heartbeat_lost,esp32,2,1017,750,0,1,14,3,0,0,750,ai_ml/datasets/esp32_expert/raw/heartbeat_lost_run_002.csv
1000,0.000,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1000,100,0,8,12,2,3,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1100,0.100,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1001,100,0,9,13,3,4,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1200,0.200,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1002,100,0,10,14,2,5,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1300,0.300,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1003,100,0,11,12,3,3,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1400,0.400,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1004,100,0,12,13,2,4,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1500,0.500,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1005,100,0,13,14,3,5,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1600,0.600,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1006,100,0,14,12,2,3,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1700,0.700,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1007,100,0,15,13,3,4,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1800,0.800,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1008,100,0,16,14,2,5,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1900,0.900,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1009,100,0,17,12,3,3,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2000,1.000,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1010,100,0,18,13,2,4,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2100,1.100,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1011,100,0,19,14,3,5,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2200,1.200,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1012,100,0,20,12,2,3,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2300,1.300,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1013,100,0,21,13,3,4,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2400,1.400,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1014,100,0,22,14,2,5,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2500,1.500,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1015,100,0,23,12,3,3,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2600,1.600,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1016,100,0,24,13,2,4,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
2700,1.700,packet_loss_run_003,porter_dev,esp32_expert,1,packet_loss,esp32,3,1017,100,0,25,14,3,5,1,5,ai_ml/datasets/esp32_expert/raw/packet_loss_run_003.csv
1000,0.000,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1000,100,0,0,65,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1100,0.100,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1001,100,0,1,66,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1200,0.200,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1002,100,0,0,67,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1300,0.300,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1003,100,0,1,68,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1400,0.400,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1004,100,0,0,69,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1500,0.500,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1005,100,0,1,70,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1600,0.600,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1006,100,0,0,71,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1700,0.700,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1007,100,0,1,72,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1800,0.800,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1008,100,0,0,73,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1900,0.900,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1009,100,0,1,74,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2000,1.000,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1010,100,0,0,75,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2100,1.100,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1011,100,0,1,76,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2200,1.200,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1012,100,0,0,77,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2300,1.300,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1013,100,0,1,78,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2400,1.400,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1014,100,0,0,79,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2500,1.500,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1015,100,0,1,80,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2600,1.600,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1016,100,0,0,81,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
2700,1.700,task_overrun_run_006,porter_dev,esp32_expert,1,task_overrun,esp32,3,1017,100,0,1,82,24,0,1,5,ai_ml/datasets/esp32_expert/raw/task_overrun_run_006.csv
1000,0.000,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1000,100,1,0,12,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1100,0.100,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1001,100,1,1,13,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1200,0.200,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1002,100,1,0,14,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1300,0.300,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1003,100,1,1,12,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1400,0.400,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1004,100,1,0,13,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1500,0.500,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1005,100,1,1,14,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1600,0.600,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1006,100,2,0,12,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1700,0.700,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1007,100,2,1,13,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1800,0.800,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1008,100,2,0,14,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
1900,0.900,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1009,100,2,1,12,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2000,1.000,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1010,100,2,0,13,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2100,1.100,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1011,100,2,1,14,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2200,1.200,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1012,100,3,0,12,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2300,1.300,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1013,100,3,1,13,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2400,1.400,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1014,100,3,0,14,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2500,1.500,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1015,100,3,1,12,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2600,1.600,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1016,100,3,0,13,2,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
2700,1.700,watchdog_reset_run_004,porter_dev,esp32_expert,1,watchdog_reset,esp32,1,1017,100,3,1,14,3,0,1,5,ai_ml/datasets/esp32_expert/raw/watchdog_reset_run_004.csv
